ID;OWNER;NAME;CONTEXTS
20300177;google;guava;[["guava", "set", "core", "java", "library", "google", "include", "new", "collection", "type", "multimap", "multiset", "immutable", "collection", "graph", "library", "utility", "concurrency", "hashing", "cache", "primitive", "string", "widely", "use", "java", "project", "within", "google", "widely", "use", "many", "company", "well"], ["guava", "come", "two", "flavor"]]
5901900;LMAX-Exchange;disruptor;[["high", "performance", "inter-thread", "messaging", "library"], ["lmax", "development", "team"]]
889932;scribejava;scribejava;'[["say", "oauth", "oauth", "difficult", "configure", "scribejava", "easy", "grandma", "check"], ["single", "line", "added", "newlines", "readability", "thing", "need", "configure", "scribejava", "linkedin''s", "oauth", "api", "example"], ["work", "executable", "example", "common", "usage", "example"], ["hit", "scribejava", "hard", "many", "thread", "like"], ["use", "old", "environment", "android", "apps", "note", "compile", "source", "need", "java", "new"], ["scribejava", "support", "out-of-box", "several", "http", "client", "ning", "async", "http", "client", "x", "maven", "module", "scribejava-httpclient-ning", "example", "async", "http", "client", "asynchttpclient", "x", "maven", "module", "scribejava-httpclient-ahc", "example", "okhttp", "maven", "module", "scribejava-httpclient-okhttp", "example", "apache", "httpcomponents", "httpclient", "maven", "module", "scribejava-httpclient-apache", "example", "armeria", "http", "client", "require", "java", "8)", "example", "externally", "create", "http", "client", "example"], ["add", "correspond", "maven", "module", "pom"], ["scribejava''s", "code", "small", "1k", "loc", "simple", "understand", "smart-ass_NEG", "clever_NEG", "hack_NEG", "use", "core", "apis", "maven", "module"], ["work", "box", "android", "tm", "application"], ["good", "test", "coverage", "keep", "safe", "harm"], ["something", "bad", "actually", "happen", "scribejava''s", "meaningful", "error", "message", "tell", "exactly", "go", "wrong"], ["pull", "scribejava", "central", "maven", "repository", "add", "pom.xml", "file"], ["case", "need", "core", "class", "without", "external", "api", "fb", "vk", "github", "google", "etc", "specific", "code", "could", "pull", "core", "artifact"]]'
17150993;dm77;barcodescanner;'[["project", "longer_NEG", "maintain_NEG", "first", "start", "project", "late", "library", "help", "barcode", "scan", "android", "situation", "today", "much", "different", "lot", "great", "library", "base", "zxing", "also", "barcode", "scan", "api", "google''s", "mlkit", "give", "option", "decide", "stop", "work", "project"], ["android", "library", "project", "provide", "easy", "use", "extensible", "barcode", "scanner", "view", "base", "zxing", "zbar"], ["version", "introduces", "couple", "new", "change"]]'
2622727;kevinsawicki;http-request;[["simple", "convenience", "library", "use", "httpurlconnection", "make", "request", "access", "response"], ["library", "available", "mit", "license"]]
14514251;bitcoinj;bitcoinj;'[["bitcoinj", "library", "java", "implementation", "bitcoin", "protocol", "allow", "maintain", "wallet", "send", "receive", "transaction", "without", "need", "local", "copy", "bitcoin", "core", "come", "full", "documentation", "example", "apps", "show", "use"], ["get", "start", "best", "late", "jdk", "gradle", "instal", "head", "master", "branch", "contain", "late", "development", "code", "various", "production", "release", "provide", "feature", "branch"], ["official", "build", "currently", "use", "jdk", "github", "action", "build", "test", "jdk", "jdk"], ["perform", "full", "build", "include", "javadocs", "unit", "integration", "test", "use", "jdk"], ["use", "gradle", "later", "build", "automatically", "include", "javafx-based", "wallettemplate", "module", "output", "build", "directory"], ["perform", "full", "build", "without", "unit", "integration", "test", "use"], ["alternatively", "import", "project", "use", "ide", "intellij", "gradle", "integration", "built-in", "free", "community", "edition", "simply", "use", "file", "new", "project", "exist", "source", "locate", "build.gradle", "root", "clone", "project", "source", "tree"], ["bitcoinj", "wallettool", "subproject", "include", "command-line", "wallet", "tool", "wallet-tool", "use", "create", "manage", "bitcoinj-based", "wallet", "hd", "keychain", "spv", "blockchain", "state", "use", "wallet-tool", "bitcoin''s", "test", "net", "great", "way", "learn", "bitcoin", "bitcoinj"], ["build", "executable", "script", "run", "command-line", "wallet", "tool", "use"], ["run", "wallet-tool", "without", "parameter", "get", "help", "operation"], ["create", "test", "net", "wallet", "file", "bitcoinj", "bitcoinj-test.wallet", "would", "use"], ["sync", "newly", "create", "wallet", "bitcoinj", "bitcoinj-test.wallet", "test", "net", "would", "use"], ["dump", "state", "wallet", "bitcoinj", "bitcoinj-test.wallet", "test", "net", "would", "use"], ["note", "instruction", "macos", "linux", "window", "use", "wallettool", "build", "install", "wallet-tool", "bin", "wallet-tool.bat", "batch", "file", "equivalent", "windows", "command-line", "command", "option"], ["find", "example", "module"], ["ready", "follow", "tutorial"], ["building", "apps", "official", "release", "bitcoinj", "cover", "tutorial"], ["want", "develop", "test", "app", "jitpack", "power", "build", "late", "master", "release", "branch", "bitcoinj", "follow", "dynamically-generated", "instruction", "branch", "follow", "correct", "link"]]'
4950187;jacoco;jacoco;[["jacoco", "free", "java", "code", "coverage", "library", "distribute", "eclipse", "public", "license", "check", "project", "homepage", "downloads", "documentation", "feedback"], ["please", "use", "mail", "list", "question", "regard", "jacoco", "already_NEG", "cover_NEG", "extensive_NEG", "documentation_NEG"]]
27954927;ben-manes;caffeine;'[["caffeine", "high", "performance", "near", "optimal", "cache", "library", "detail", "see", "user''s", "guide", "browse", "api", "doc", "late", "release"], ["caffeine", "provide", "in-memory", "cache", "use", "google", "guava", "inspire", "api", "improvement", "draw", "experience", "design", "guava''s", "cache", "concurrentlinkedhashmap"], ["caffeine", "provide", "flexible", "construction", "create", "cache", "combination", "following", "optional", "feature", "automatic", "loading", "entry", "cache", "optionally", "asynchronously", "size-based", "eviction", "maximum", "exceed", "base", "frequency", "recency", "time-based", "expiration", "entry", "measure", "since", "last", "access", "last", "write", "asynchronously", "refresh", "first", "stale", "request", "entry", "occur", "key", "automatically", "wrap", "weak", "reference", "value", "automatically", "wrap", "weak", "soft", "reference", "notification", "evict", "otherwise", "remove", "entry", "writes", "propagate", "external", "resource", "accumulation", "cache", "access", "statistic"], ["addition", "caffeine", "offer", "following", "extension", "jsr", "jcache", "guava", "adapter", "simulation"], ["use", "caffeine", "community", "provide", "integration", "play", "framework", "high", "velocity", "web", "framework", "micronaut", "modern", "full-stack", "framework", "spring", "cache", "spring", "boot", "quarkus", "supersonic", "subatomic", "java", "scaffeine", "scala", "wrapper", "caffeine", "scalacache", "simple", "caching", "scala", "camel", "routing", "mediation", "engine", "jhipster", "generate", "develop", "deploy", "aedile", "kotlin", "wrapper", "caffeine"], ["power", "infrastructure", "near", "dropwizard", "ops-friendly", "high-performance", "restful", "apis", "cassandra", "manage", "massive", "amount", "data", "fast", "coherence", "mission", "critical", "in-memory", "data", "grid", "accumulo", "sorted", "distributed", "key", "value", "store", "hbase", "distribute", "scalable", "big", "data", "store", "apache", "solr", "blazingly", "fast", "enterprise", "search", "infinispan", "distribute", "in-memory", "data", "grid", "redisson", "ultra-fast", "in-memory", "data", "grid", "openwhisk", "serverless", "cloud", "platform", "corfu", "cluster", "consistency", "platform", "grail", "groovy-based", "web", "framework", "finagle", "extensible", "rpc", "system", "neo", "4j", "graph", "everyone", "druid", "real-time", "analytics"], ["download", "maven", "central", "depend", "via", "gradle"], ["java", "use", "x", "otherwise", "use", "x"], ["see", "release", "note", "detail", "change"], ["snapshot", "development", "version", "available", "sonatype''s", "snapshot", "repository"]]'
24288133;markushi;android-ui;[["library", "deprecate", "development_NEG", "take_NEG", "place_NEG"], ["android", "library", "ui", "component", "gradle", "integration"], ["require", "api", "level", "download", "example", "apk"]]
12731904;cjlin1;libsvm;'[["libsvm", "simple", "easy-to-use", "efficient", "software", "svm", "classification", "regression", "solve", "c-svm", "classification", "nu-svm", "classification", "one-class-svm", "epsilon-svm", "regression", "nu-svm", "regression", "also", "provide", "automatic", "model", "selection", "tool", "c-svm", "classification", "document", "explain", "use", "libsvm"], ["libsvm", "available", "please", "read", "copyright", "file", "use", "libsvm"], ["new", "svm", "data", "large_NEG", "please_NEG", "go_NEG", "tool_NEG", "directory_NEG", "use_NEG", "easy.py_NEG", "installation_NEG", "everything", "automatic", "data", "scale", "parameter", "selection"], ["usage", "easy.py", "training_file", "testing_file"], ["information", "parameter", "selection", "find", "tool", "readme"], ["unix", "system", "type", "make", "build", "thesvm-train", "svm-predict", "andsvm-scale", "program", "run", "without", "argument", "show", "usage"], ["system", "consult", "makefile", "build", "e", "g", "see", "building", "window", "binary", "file", "use", "pre-built", "binary", "windows", "binary", "directorywindows"], ["format", "training", "test", "data", "file"], ["line", "contain", "instance", "end", "n", "character", "feature_NEG", "value_NEG", "sample_NEG", "e", "row", "zero", "column", "must", "empty_NEG", "training", "set", "following", "case"], ["test", "set", "use", "calculate", "accuracy", "error", "unknown", "number", "fine", "one-class", "svm", "non-outliers", "outlier", "know", "label", "test", "file", "must", "evaluation", "column", "read", "use", "strtod", "provide", "c", "standard", "library", "therefore", "value", "numerically", "equivalent", "treat", "e", "g", "count", "class"], ["pair", "give", "feature", "attribute", "value", "integer", "start", "real", "number", "exception", "precomputed", "kernel", "start", "see", "section", "precomputed", "kernel", "index", "must", "ascend", "order"], ["sample", "classification", "data", "include", "package", "heart_scale", "check", "data", "correct", "form", "usetools", "checkdata.py", "detail", "tool", "readme"], ["type", "svm-train", "heart_scale", "program", "read", "training", "data", "output", "model", "fileheart_scale", "model", "test", "set", "call", "heart_scale", "type", "svm-predict", "heart_scale", "heart_scale", "model", "output", "see", "prediction", "accuracy", "theoutput", "file", "contain", "predicted", "class", "label"], ["classification", "training", "data", "one", "class", "e", "label", "svm-train", "issue", "warning", "message", "warning", "training", "data", "one", "class", "see", "readme", "detail", "mean", "training", "data", "unbalanced", "label", "training", "data", "directly", "return", "testing"], ["useful", "program", "package"], ["usage", "svm-train", "option", "training_set_file", "model_file", "option", "svm_type", "set", "type", "svm", "default", "c-svc", "multi-class", "classification", "nu-svc", "multi-class", "classification", "one-class", "svm", "epsilon-svr", "regression", "nu-svr", "regression", "kernel_type", "set", "type", "kernel", "function", "default", "linear", "you''v", "polynomial", "gammau''v", "coef", "degree", "radial", "basis", "function", "exp", "gamma", "you-v", "sigmoid", "tanh", "gammau''v", "coef", "precomputed", "kernel", "kernel", "value", "training_set_file", "degree", "set", "degree", "kernel", "function", "default", "g", "gamma", "set", "gamma", "kernel", "function", "default", "num_features", "r", "coef", "set", "coef", "kernel", "function", "default", "c", "cost", "set", "parameter", "c", "c-svc", "epsilon-svr", "nu-svr", "default", "n", "nu", "set", "parameter", "nu", "nu-svc", "one-class", "svm", "nu-svr", "default", "p", "epsilon", "set", "epsilon", "loss", "function", "epsilon-svr", "default", "cachesize", "set", "cache", "memory", "size", "mb", "default", "e", "epsilon", "set", "tolerance", "termination", "criterion", "default", "h", "shrinking", "whether", "use", "shrinking", "heuristic", "default", "b", "probability_estimates", "whether", "train", "model", "probability", "estimate", "default", "wi", "weight", "set", "parameter", "c", "class", "weight", "c", "c-svc", "default", "v", "n", "n-fold", "cross", "validation", "mode", "q", "quiet", "mode", "output_NEG"], ["option", "v", "randomly", "split", "data", "n", "part", "calculates", "cross", "validation", "accuracy", "mean", "square", "error"], ["see", "libsvm", "faq", "meaning", "output"], ["usage", "svm-predict", "option", "test_file", "model_file", "output_file", "option", "b", "probability_estimates", "whether", "predict", "probability", "estimate", "default"], ["model_file", "model", "file", "generate", "svm-train", "test_file", "test", "data", "want", "predict", "svm-predict", "produce", "output", "output_file"], ["usage", "svm-scale", "option", "data_filename", "option", "l", "lower", "x", "scale", "low", "limit", "default", "upper", "x", "scale", "upper", "limit", "default", "y_lower", "y_upper", "scale", "limit", "default", "scale_NEG", "save_filename_NEG", "save", "scale", "parameter", "save_filename", "r", "restore_filename", "restore", "scale", "parameter", "restore_filename"], ["see", "example", "file", "example"], ["scale", "feature", "training", "data", "scale", "factor", "store", "file", "range", "use", "scale", "test", "data"], ["train", "classifier", "rbf", "kernel", "exp", "you-v", "c", "stop", "tolerance"], ["solve", "svm", "regression", "linear", "kernel", "you''v", "epsilon", "loss", "function"], ["train", "classifier", "penalty", "class", "penalty", "class", "penalty", "class"], ["five-fold", "cross", "validation", "classifier", "use", "parameter", "c", "gamma"], ["obtain", "model", "probability", "information", "predict", "test", "data", "probability", "estimate"], ["user", "may", "precompute", "kernel", "value", "input", "training", "test", "file", "libsvm", "need_NEG", "original_NEG", "training_NEG", "test_NEG", "set_NEG"], ["assume", "l", "training", "instance", "x1", "xl", "let", "k", "x", "kernel", "value", "two", "instance", "x", "input", "format"], ["new", "training", "instance", "xi"], ["k", "xi", "x1", "l", "k", "xi", "xl"], ["new", "test", "instance", "x"], ["k", "x", "x1", "l", "k", "x", "xl"], ["training", "file", "first", "column", "must", "id", "xi", "test", "value"], ["kernel", "value", "include", "zero", "must", "explicitly", "provide", "permutation", "random", "subset", "training", "testing", "file", "also", "valid", "see", "examples"], ["note", "format", "slightly", "different", "precomputed", "kernel", "package", "release", "libsvmtools", "earlier"], ["function", "structure", "declare", "header", "file", "svm", "h", "need", "#include", "svm", "h", "c", "c", "source", "file", "link", "program", "withsvm.cpp", "see", "svm-train", "c", "andsvm-predict", "c", "example", "show", "use", "define", "libsvm_version", "declare", "extern", "int", "libsvm_version", "svm", "h", "check", "version", "number"], ["classify", "test", "data", "need", "construct", "svm", "model", "svm_model", "use", "train", "data", "model", "also", "save", "file", "late", "use", "svm", "model", "available", "use", "classify", "new", "data"], ["pre-compiled", "java", "class", "archive", "libsvm.jar", "source", "file", "java", "directory", "run", "program", "use"], ["java", "classpath", "libsvm.jar", "svm_train", "java", "classpath", "libsvm.jar", "svm_predict", "java", "classpath", "libsvm.jar", "svm_toy", "java", "classpath", "libsvm.jar", "svm_scale"], ["note", "need", "java", "run"], ["may", "need", "add", "java", "runtime", "library", "like", "classes.zip", "classpath", "may", "need", "increase", "maximum", "java", "heap", "size"], ["library", "usage", "similar", "c", "version", "function", "available"], ["public", "class", "svm", "public", "static", "final", "int", "libsvm_version", "public", "static", "svm_model", "svm_train", "svm_problem", "prob", "svm_parameter", "param", "public", "static", "void", "svm_cross_validation", "svm_problem", "prob", "svm_parameter", "param", "int", "nr_fold", "double", "target", "public", "static", "int", "svm_get_svm_type", "svm_model", "model", "public", "static", "int", "svm_get_nr_class", "svm_model", "model", "public", "static", "void", "svm_get_labels", "svm_model", "model", "int", "label", "public", "static", "void", "svm_get_sv_indices", "svm_model", "model", "int", "index", "public", "static", "int", "svm_get_nr_sv", "svm_model", "model", "public", "static", "double", "svm_get_svr_probability", "svm_model", "model", "public", "static", "double", "svm_predict_values", "svm_model", "model", "svm_node", "x", "double", "dec_values", "public", "static", "double", "svm_predict", "svm_model", "model", "svm_node", "x", "public", "static", "double", "svm_predict_probability", "svm_model", "model", "svm_node", "x", "double", "prob_estimates", "public", "static", "void", "svm_save_model", "string", "model_file_name", "svm_model", "model", "throw", "ioexception", "public", "static", "svm_model", "svm_load_model", "string", "model_file_name", "throw", "ioexception", "public", "static", "string", "svm_check_parameter", "svm_problem", "prob", "svm_parameter", "param", "public", "static", "int", "svm_check_probability_model", "svm_model", "model", "public", "static", "void", "svm_set_print_string_function", "svm_print_interface", "print_func"], ["library", "libsvm", "package", "note", "java", "version", "svm_node", "end_NEG", "node_NEG", "whose_NEG", "index_NEG", "1_NEG"], ["user", "specify", "output", "format"], ["window", "binary", "available", "directory", "window", "re-build", "via", "visual", "c", "use", "following", "step"], ["c", "program", "file", "x86", "microsoft", "visual", "studio", "community", "vc", "auxiliary", "build", "vcvars64.bat"], ["may", "modify", "command", "accord", "version", "vc", "instal"], ["nmake", "f", "makefile.win", "clean"], ["nmake", "f", "makefile.win", "lib"], ["another", "way", "build", "visual", "c", "environment", "see", "detail", "libsvm", "faq"], ["see", "readme", "file", "tool", "directory"], ["please", "check", "file", "readme", "directory", "matlab"], ["see", "readme", "file", "python", "directory"], ["find", "libsvm", "helpful", "please", "cite"], ["chih-chung", "chang", "chih-jen", "lin", "libsvm", "library", "support", "vector", "machine", "acm", "transaction", "intelligent", "system", "technology", "2:27", "-27:27", "software", "available"], ["libsvm", "implementation", "document", "available"], ["question", "comment", "please", "email", "cjlin@csie.ntu.edu.tw"], ["acknowledgment", "work", "support", "part", "national", "science", "council", "taiwan", "via", "grant", "nsc", "89-2213-", "e", "-002-013", "author", "thank", "group", "member", "user", "many", "helpful", "discussion", "comment", "list"]]'
